temp,feel_temp,weather,gender,outer,top,bottom,inner,accessories
25,25,비,여,얇은 가디건,민소매,치마,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
-5,-10,비,여,패딩,히트텍,기모레깅스,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
4,7,눈,여,코트,니트,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
24,23,맑음,남,후드집업,맨투맨,슬랙스,없음,없음
16,12,맑음,남,가디건,후드티,슬랙스,얇은 이너,없음
14,11,눈,남,가디건,긴팔티,면바지,얇은 이너,"부츠, 장갑"
30,28,비,여,없음,민소매,치마,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
3,4,흐림,남,롱패딩,니트,기모청바지,히트텍,"목도리, 장갑, 핫팩"
-7,-11,흐림,여,패딩,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
9,5,흐림,여,코트,기모후드,기모레깅스,히트텍,없음
7,8,맑음,여,롱패딩,히트텍,기모바지,히트텍,없음
5,4,비,남,패딩,니트,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
6,7,눈,여,패딩,히트텍,기모바지,히트텍,"부츠, 장갑"
10,12,비,남,자켓,맨투맨,청바지,얇은 이너,"레인부츠, 우산"
16,16,눈,여,후드집업,긴팔티,청바지,없음,"부츠, 장갑"
0,-2,흐림,여,패딩,기모후드,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
8,9,눈,남,코트,히트텍,기모청바지,히트텍,"부츠, 장갑"
-4,-2,맑음,남,코트,히트텍,기모청바지,히트텍,"목도리, 장갑, 핫팩"
-6,-7,흐림,남,코트,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
20,15,흐림,여,가디건,긴팔티,슬랙스,얇은 이너,없음
15,15,흐림,여,자켓,긴팔티,슬랙스,얇은 이너,없음
-1,-3,맑음,남,패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
10,5,흐림,여,자켓,긴팔티,롱스커트,없음,없음
-9,-9,비,남,코트,기모후드,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-1,-3,맑음,남,코트,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
-7,-8,비,여,롱패딩,니트,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-8,-12,눈,여,코트,기모후드,기모레깅스,히트텍,"목도리, 부츠, 장갑, 핫팩"
34,37,비,남,얇은 가디건,민소매,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
-1,-5,흐림,남,롱패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
7,5,눈,남,패딩,니트,기모바지,히트텍,"부츠, 장갑"
-10,-15,흐림,여,패딩,니트,기모치마,히트텍,"목도리, 장갑, 핫팩"
-8,-5,눈,남,패딩,니트,기모청바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
-2,1,맑음,남,롱패딩,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
27,29,비,남,없음,반팔,면반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
-5,-7,비,남,패딩,히트텍,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-4,-4,흐림,남,롱패딩,기모후드,기모청바지,히트텍,"목도리, 장갑, 핫팩"
15,10,맑음,여,후드집업,후드티,청바지,없음,없음
10,11,눈,남,후드집업,후드티,슬랙스,얇은 이너,"부츠, 장갑"
-7,-12,비,여,코트,기모후드,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
2,0,비,남,코트,기모후드,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
6,9,비,여,코트,니트,기모바지,히트텍,"레인부츠, 우산"
13,8,맑음,남,후드집업,긴팔티,슬랙스,없음,없음
10,7,눈,여,가디건,후드티,슬랙스,없음,"부츠, 장갑"
20,23,비,남,가디건,긴팔티,청바지,없음,"레인부츠, 우산"
31,34,비,여,얇은 가디건,반팔,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
13,12,맑음,남,자켓,맨투맨,면바지,없음,없음
-1,-1,흐림,여,패딩,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
4,5,맑음,여,롱패딩,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
-10,-12,비,여,코트,히트텍,기모레깅스,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-10,-12,눈,남,패딩,히트텍,기모청바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
7,2,비,남,코트,니트,기모청바지,히트텍,"레인부츠, 우산"
23,19,눈,남,후드집업,맨투맨,청바지,얇은 이너,"부츠, 장갑"
8,7,눈,남,패딩,니트,기모청바지,히트텍,"부츠, 장갑"
11,6,비,남,후드집업,긴팔티,슬랙스,얇은 이너,"레인부츠, 우산"
13,12,비,남,후드집업,긴팔티,청바지,없음,"레인부츠, 우산"
21,18,흐림,여,가디건,맨투맨,롱스커트,없음,없음
2,0,눈,남,롱패딩,기모후드,기모청바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
-5,-7,눈,여,롱패딩,기모후드,기모레깅스,히트텍,"목도리, 부츠, 장갑, 핫팩"
32,34,흐림,여,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
8,8,비,여,롱패딩,니트,기모레깅스,히트텍,"레인부츠, 우산"
3,0,흐림,여,코트,니트,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
19,16,맑음,남,후드집업,맨투맨,슬랙스,없음,없음
-9,-8,비,남,패딩,기모후드,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
8,10,맑음,남,코트,히트텍,기모청바지,히트텍,없음
-5,-8,흐림,남,패딩,히트텍,기모청바지,히트텍,"목도리, 장갑, 핫팩"
-8,-7,맑음,여,롱패딩,히트텍,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
20,20,흐림,남,가디건,맨투맨,면바지,없음,없음
31,33,맑음,남,없음,민소매,면반바지,없음,"모자, 선글라스, 양산"
26,21,맑음,남,없음,민소매,면반바지,없음,"모자, 선글라스, 양산"
30,31,비,여,얇은 가디건,민소매,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
11,13,비,남,자켓,맨투맨,면바지,얇은 이너,"레인부츠, 우산"
35,34,눈,여,얇은 가디건,반팔,치마,없음,"모자, 부츠, 선글라스, 양산, 장갑"
27,23,흐림,여,얇은 가디건,민소매,치마,없음,"모자, 선글라스, 양산"
33,36,비,여,없음,반팔,치마,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
17,16,비,여,가디건,후드티,청바지,얇은 이너,"레인부츠, 우산"
27,30,흐림,남,없음,반팔,면반바지,없음,"모자, 선글라스, 양산"
31,26,흐림,남,없음,민소매,면반바지,없음,"모자, 선글라스, 양산"
13,11,흐림,여,자켓,후드티,청바지,없음,없음
-10,-15,비,남,코트,니트,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
29,30,맑음,여,얇은 가디건,민소매,반바지,없음,"모자, 선글라스, 양산"
-4,-2,눈,여,패딩,히트텍,기모치마,히트텍,"목도리, 부츠, 장갑, 핫팩"
-5,-6,흐림,남,롱패딩,히트텍,기모청바지,히트텍,"목도리, 장갑, 핫팩"
-4,-7,흐림,여,패딩,니트,기모치마,히트텍,"목도리, 장갑, 핫팩"
21,17,맑음,남,가디건,후드티,슬랙스,없음,없음
8,11,맑음,남,롱패딩,기모후드,기모바지,히트텍,없음
0,2,비,여,롱패딩,기모후드,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
2,5,비,남,코트,기모후드,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
32,31,맑음,남,얇은 가디건,민소매,면반바지,없음,"모자, 선글라스, 양산"
19,20,흐림,남,자켓,후드티,면바지,얇은 이너,없음
12,13,맑음,남,가디건,후드티,슬랙스,얇은 이너,없음
13,10,눈,여,가디건,맨투맨,슬랙스,없음,"부츠, 장갑"
35,37,비,여,없음,민소매,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
-10,-14,눈,남,패딩,히트텍,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
35,30,눈,여,얇은 가디건,반팔,치마,없음,"모자, 부츠, 선글라스, 양산, 장갑"
23,26,흐림,남,후드집업,긴팔티,청바지,얇은 이너,없음
-10,-12,맑음,여,패딩,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
18,13,비,남,후드집업,맨투맨,면바지,없음,"레인부츠, 우산"
-2,-6,눈,여,패딩,히트텍,기모치마,히트텍,"목도리, 부츠, 장갑, 핫팩"
12,10,흐림,여,가디건,맨투맨,청바지,없음,없음
1,4,눈,여,코트,니트,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
-10,-11,눈,남,코트,기모후드,기모청바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
-10,-11,흐림,남,롱패딩,기모후드,기모청바지,히트텍,"목도리, 장갑, 핫팩"
-6,-5,눈,남,롱패딩,히트텍,기모청바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
27,23,흐림,여,얇은 가디건,반팔,반바지,없음,"모자, 선글라스, 양산"
3,4,비,남,롱패딩,기모후드,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
3,4,맑음,남,롱패딩,기모후드,기모청바지,히트텍,"목도리, 장갑, 핫팩"
29,28,눈,여,얇은 가디건,반팔,치마,없음,"모자, 부츠, 선글라스, 양산, 장갑"
25,21,눈,여,없음,반팔,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
22,17,눈,남,후드집업,긴팔티,면바지,없음,"부츠, 장갑"
35,32,눈,여,얇은 가디건,민소매,치마,없음,"모자, 부츠, 선글라스, 양산, 장갑"
35,30,비,여,얇은 가디건,민소매,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
-1,-6,비,남,롱패딩,기모후드,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
34,30,맑음,남,얇은 가디건,민소매,반바지,없음,"모자, 선글라스, 양산"
32,30,맑음,여,없음,반팔,반바지,없음,"모자, 선글라스, 양산"
27,25,흐림,남,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
10,5,흐림,여,가디건,긴팔티,롱스커트,없음,없음
-3,-4,눈,여,롱패딩,기모후드,기모치마,히트텍,"목도리, 부츠, 장갑, 핫팩"
23,18,맑음,여,자켓,후드티,슬랙스,없음,없음
-3,-7,눈,여,롱패딩,니트,기모치마,히트텍,"목도리, 부츠, 장갑, 핫팩"
-5,-5,맑음,여,롱패딩,히트텍,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
9,12,눈,남,패딩,히트텍,기모바지,히트텍,"부츠, 장갑"
23,23,눈,여,후드집업,맨투맨,청바지,없음,"부츠, 장갑"
11,10,눈,여,가디건,맨투맨,청바지,없음,"부츠, 장갑"
-5,-6,흐림,여,롱패딩,기모후드,기모치마,히트텍,"목도리, 장갑, 핫팩"
29,26,비,남,없음,민소매,면반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
-9,-9,눈,남,코트,히트텍,기모청바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
17,16,비,여,후드집업,후드티,청바지,없음,"레인부츠, 우산"
26,25,흐림,여,얇은 가디건,민소매,치마,없음,"모자, 선글라스, 양산"
31,32,맑음,여,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
4,3,비,남,롱패딩,니트,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
2,5,흐림,여,패딩,니트,기모치마,히트텍,"목도리, 장갑, 핫팩"
0,-3,비,여,패딩,기모후드,기모레깅스,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
12,9,비,여,자켓,긴팔티,청바지,없음,"레인부츠, 우산"
-10,-11,맑음,남,패딩,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
9,9,비,여,롱패딩,히트텍,기모레깅스,히트텍,"레인부츠, 우산"
24,21,비,여,가디건,긴팔티,롱스커트,없음,"레인부츠, 우산"
30,29,비,여,없음,민소매,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
7,6,눈,남,패딩,기모후드,기모바지,히트텍,"부츠, 장갑"
12,9,흐림,여,가디건,맨투맨,슬랙스,없음,없음
11,6,비,여,자켓,긴팔티,슬랙스,없음,"레인부츠, 우산"
-2,-2,눈,남,코트,히트텍,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
16,14,눈,남,가디건,긴팔티,슬랙스,얇은 이너,"부츠, 장갑"
21,19,흐림,남,후드집업,긴팔티,슬랙스,없음,없음
18,21,눈,남,자켓,맨투맨,슬랙스,얇은 이너,"부츠, 장갑"
32,34,비,여,없음,민소매,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
-5,-5,맑음,여,코트,기모후드,기모치마,히트텍,"목도리, 장갑, 핫팩"
3,3,맑음,여,코트,니트,기모치마,히트텍,"목도리, 장갑, 핫팩"
-6,-9,흐림,남,롱패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
3,6,눈,여,코트,히트텍,기모치마,히트텍,"목도리, 부츠, 장갑, 핫팩"
21,19,맑음,남,후드집업,후드티,면바지,없음,없음
-1,-6,맑음,남,코트,히트텍,기모청바지,히트텍,"목도리, 장갑, 핫팩"
17,12,흐림,여,가디건,맨투맨,청바지,없음,없음
-7,-4,비,남,패딩,히트텍,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
3,-2,맑음,남,롱패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
20,16,맑음,남,자켓,긴팔티,슬랙스,없음,없음
14,17,눈,여,가디건,후드티,청바지,얇은 이너,"부츠, 장갑"
-6,-10,맑음,여,패딩,니트,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
18,19,비,남,후드집업,긴팔티,청바지,없음,"레인부츠, 우산"
9,8,비,여,롱패딩,기모후드,기모바지,히트텍,"레인부츠, 우산"
5,8,흐림,남,코트,기모후드,기모청바지,히트텍,"목도리, 장갑, 핫팩"
6,1,비,남,코트,니트,기모바지,히트텍,"레인부츠, 우산"
-9,-8,흐림,남,코트,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
-1,-4,비,여,코트,히트텍,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
25,27,눈,여,없음,반팔,치마,없음,"모자, 부츠, 선글라스, 양산, 장갑"
-7,-5,흐림,여,패딩,니트,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
34,35,비,여,얇은 가디건,민소매,치마,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
16,11,맑음,여,가디건,긴팔티,청바지,없음,없음
0,-5,비,남,롱패딩,히트텍,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
9,8,눈,여,롱패딩,기모후드,기모치마,히트텍,"부츠, 장갑"
31,31,흐림,남,없음,민소매,반바지,없음,"모자, 선글라스, 양산"
19,16,맑음,남,후드집업,후드티,슬랙스,얇은 이너,없음
1,2,흐림,남,패딩,니트,기모청바지,히트텍,"목도리, 장갑, 핫팩"
26,25,맑음,여,없음,민소매,치마,없음,"모자, 선글라스, 양산"
-1,2,흐림,여,패딩,기모후드,기모치마,히트텍,"목도리, 장갑, 핫팩"
15,15,눈,여,후드집업,후드티,슬랙스,얇은 이너,"부츠, 장갑"
11,8,맑음,여,가디건,후드티,슬랙스,얇은 이너,없음
12,11,맑음,남,가디건,맨투맨,슬랙스,없음,없음
11,9,맑음,남,자켓,후드티,면바지,없음,없음
18,17,흐림,여,자켓,맨투맨,청바지,얇은 이너,없음
-4,-7,비,여,롱패딩,니트,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-1,2,비,여,코트,니트,기모레깅스,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
9,12,비,여,코트,히트텍,기모바지,히트텍,"레인부츠, 우산"
-10,-15,맑음,여,패딩,니트,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
23,21,비,남,가디건,후드티,슬랙스,없음,"레인부츠, 우산"
33,33,비,남,얇은 가디건,반팔,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
6,5,흐림,여,롱패딩,기모후드,기모치마,히트텍,없음
30,31,비,여,없음,반팔,치마,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
-7,-5,비,남,롱패딩,히트텍,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
1,-2,눈,여,롱패딩,기모후드,기모레깅스,히트텍,"목도리, 부츠, 장갑, 핫팩"
15,18,비,여,후드집업,후드티,슬랙스,없음,"레인부츠, 우산"
-10,-12,맑음,여,패딩,니트,기모치마,히트텍,"목도리, 장갑, 핫팩"
7,6,맑음,여,코트,히트텍,기모치마,히트텍,없음
-7,-5,비,여,패딩,기모후드,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
2,-2,흐림,남,코트,니트,기모청바지,히트텍,"목도리, 장갑, 핫팩"
27,23,비,남,얇은 가디건,반팔,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
14,14,비,남,후드집업,맨투맨,면바지,얇은 이너,"레인부츠, 우산"
32,33,비,남,없음,민소매,면반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
4,1,맑음,남,패딩,기모후드,기모청바지,히트텍,"목도리, 장갑, 핫팩"
30,33,맑음,남,없음,민소매,면반바지,없음,"모자, 선글라스, 양산"
5,2,비,여,패딩,니트,기모레깅스,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
29,25,비,남,없음,민소매,면반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
11,10,비,남,후드집업,후드티,슬랙스,없음,"레인부츠, 우산"
25,22,눈,여,얇은 가디건,반팔,치마,없음,"모자, 부츠, 선글라스, 양산, 장갑"
33,34,눈,여,없음,반팔,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
-1,-5,맑음,여,롱패딩,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
-2,1,눈,여,코트,니트,기모치마,히트텍,"목도리, 부츠, 장갑, 핫팩"
1,4,비,남,패딩,히트텍,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
8,10,비,여,롱패딩,니트,기모치마,히트텍,"레인부츠, 우산"
-2,-4,흐림,여,코트,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
-8,-9,비,여,패딩,니트,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
23,18,맑음,남,자켓,후드티,면바지,얇은 이너,없음
-7,-8,비,여,코트,히트텍,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-7,-6,눈,남,코트,히트텍,기모청바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
20,18,흐림,남,가디건,후드티,슬랙스,얇은 이너,없음
-7,-8,비,남,패딩,기모후드,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
2,4,비,여,롱패딩,기모후드,기모레깅스,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
-3,-2,비,여,패딩,기모후드,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
13,12,흐림,남,자켓,맨투맨,슬랙스,얇은 이너,없음
26,24,눈,남,얇은 가디건,반팔,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
33,28,흐림,남,얇은 가디건,반팔,면반바지,없음,"모자, 선글라스, 양산"
-7,-9,맑음,여,코트,니트,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
-8,-8,비,여,롱패딩,니트,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
14,11,맑음,여,가디건,후드티,롱스커트,얇은 이너,없음
32,30,눈,남,얇은 가디건,반팔,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
2,-2,맑음,여,패딩,히트텍,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
15,12,맑음,남,가디건,후드티,슬랙스,얇은 이너,없음
7,2,흐림,남,패딩,기모후드,기모청바지,히트텍,없음
29,29,흐림,남,없음,민소매,면반바지,없음,"모자, 선글라스, 양산"
24,27,비,여,가디건,긴팔티,롱스커트,얇은 이너,"레인부츠, 우산"
-9,-6,비,여,패딩,니트,기모레깅스,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
7,3,흐림,여,패딩,니트,기모치마,히트텍,없음
13,12,흐림,남,가디건,맨투맨,청바지,얇은 이너,없음
32,32,눈,남,얇은 가디건,민소매,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
35,34,비,여,얇은 가디건,반팔,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
-3,-2,맑음,여,패딩,히트텍,기모치마,히트텍,"목도리, 장갑, 핫팩"
18,17,흐림,여,가디건,긴팔티,롱스커트,얇은 이너,없음
24,25,맑음,여,후드집업,후드티,슬랙스,없음,없음
29,27,맑음,남,없음,민소매,면반바지,없음,"모자, 선글라스, 양산"
-7,-4,비,남,롱패딩,히트텍,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
16,11,맑음,남,가디건,맨투맨,면바지,없음,없음
2,3,흐림,남,롱패딩,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
6,3,비,남,롱패딩,니트,기모청바지,히트텍,"레인부츠, 우산"
25,26,비,남,없음,반팔,면반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
33,31,눈,여,없음,민소매,치마,없음,"모자, 부츠, 선글라스, 양산, 장갑"
-3,-3,비,여,롱패딩,히트텍,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
10,5,맑음,여,후드집업,맨투맨,롱스커트,없음,없음
32,27,비,남,없음,민소매,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
12,12,눈,남,가디건,후드티,면바지,얇은 이너,"부츠, 장갑"
21,24,눈,남,자켓,맨투맨,면바지,없음,"부츠, 장갑"
1,0,눈,남,코트,기모후드,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
23,21,흐림,여,가디건,맨투맨,롱스커트,얇은 이너,없음
7,7,흐림,여,코트,기모후드,기모치마,히트텍,없음
16,16,흐림,여,후드집업,긴팔티,롱스커트,얇은 이너,없음
19,15,맑음,남,후드집업,맨투맨,슬랙스,얇은 이너,없음
-7,-10,비,남,패딩,히트텍,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
28,25,맑음,여,없음,반팔,반바지,없음,"모자, 선글라스, 양산"
3,0,흐림,여,패딩,기모후드,기모레깅스,히트텍,"목도리, 장갑, 핫팩"
11,7,비,여,자켓,후드티,롱스커트,얇은 이너,"레인부츠, 우산"
19,14,비,남,자켓,맨투맨,면바지,없음,"레인부츠, 우산"
10,7,비,여,가디건,후드티,청바지,얇은 이너,"레인부츠, 우산"
12,15,맑음,남,가디건,맨투맨,청바지,얇은 이너,없음
24,21,흐림,남,가디건,맨투맨,슬랙스,얇은 이너,없음
18,14,흐림,남,자켓,후드티,면바지,얇은 이너,없음
10,12,맑음,여,후드집업,맨투맨,청바지,없음,없음
11,7,흐림,여,가디건,후드티,청바지,얇은 이너,없음
-10,-11,맑음,남,롱패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
-4,-4,눈,남,코트,니트,기모청바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
26,23,맑음,남,얇은 가디건,민소매,반바지,없음,"모자, 선글라스, 양산"
34,30,눈,여,얇은 가디건,민소매,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
25,25,맑음,남,없음,민소매,면반바지,없음,"모자, 선글라스, 양산"
0,-2,눈,남,코트,기모후드,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
0,3,눈,여,패딩,니트,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
-4,-3,흐림,남,패딩,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
4,7,비,여,코트,히트텍,기모치마,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
29,28,눈,여,얇은 가디건,반팔,치마,없음,"모자, 부츠, 선글라스, 양산, 장갑"
28,26,비,여,없음,민소매,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
8,6,맑음,남,롱패딩,기모후드,기모청바지,히트텍,없음
25,20,비,여,없음,민소매,치마,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
1,-1,맑음,여,롱패딩,니트,기모바지,히트텍,"목도리, 장갑, 핫팩"
25,27,눈,남,없음,민소매,면반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
21,20,맑음,여,가디건,맨투맨,청바지,없음,없음
-4,-9,눈,남,코트,기모후드,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
25,23,비,여,얇은 가디건,민소매,치마,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
31,30,비,여,없음,민소매,반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
18,16,맑음,여,가디건,맨투맨,청바지,얇은 이너,없음
-4,-6,비,남,코트,니트,기모바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
25,26,눈,남,없음,민소매,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
22,18,흐림,남,자켓,맨투맨,청바지,얇은 이너,없음
3,2,흐림,남,패딩,기모후드,기모청바지,히트텍,"목도리, 장갑, 핫팩"
-2,-4,눈,여,패딩,히트텍,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
-2,-1,눈,남,코트,기모후드,기모바지,히트텍,"목도리, 부츠, 장갑, 핫팩"
19,14,눈,여,가디건,후드티,슬랙스,얇은 이너,"부츠, 장갑"
18,19,눈,여,자켓,긴팔티,청바지,없음,"부츠, 장갑"
-4,-6,비,남,롱패딩,기모후드,기모청바지,히트텍,"레인부츠, 목도리, 우산, 장갑, 핫팩"
30,32,눈,남,얇은 가디건,민소매,반바지,없음,"모자, 부츠, 선글라스, 양산, 장갑"
1,-3,흐림,여,패딩,기모후드,기모바지,히트텍,"목도리, 장갑, 핫팩"
27,30,비,남,얇은 가디건,반팔,면반바지,없음,"레인부츠, 모자, 선글라스, 양산, 우산"
15,13,비,남,후드집업,후드티,슬랙스,없음,"레인부츠, 우산"
30,33,흐림,여,얇은 가디건,민소매,치마,없음,"모자, 선글라스, 양산"
19,21,맑음,남,가디건,긴팔티,면바지,얇은 이너,없음
8,4,흐림,여,패딩,기모후드,기모레깅스,히트텍,없음
27,29,맑음,여,없음,반팔,반바지,없음,"모자, 선글라스, 양산"
21,23,눈,남,자켓,맨투맨,슬랙스,얇은 이너,"부츠, 장갑"
30,27,흐림,남,없음,반팔,면반바지,없음,"모자, 선글라스, 양산"
-6,-3,흐림,여,롱패딩,니트,기모치마,히트텍,"목도리, 장갑, 핫팩"
27,27,맑음,남,없음,반팔,면반바지,없음,"모자, 선글라스, 양산"
3,-2,맑음,남,코트,니트,기모청바지,히트텍,"목도리, 장갑, 핫팩"
15,16,맑음,여,자켓,긴팔티,롱스커트,없음,없음
10,9,비,여,가디건,맨투맨,롱스커트,얇은 이너,"레인부츠, 우산"
7,6,흐림,여,코트,히트텍,기모치마,히트텍,없음
8,10,흐림,남,패딩,기모후드,기모바지,히트텍,없음
18,18,흐림,남,후드집업,맨투맨,면바지,얇은 이너,없음
10,11,맑음,여,자켓,긴팔티,청바지,없음,없음
2,0,흐림,남,코트,히트텍,기모바지,히트텍,"목도리, 장갑, 핫팩"
31,26,흐림,남,없음,반팔,면반바지,없음,"모자, 선글라스, 양산"
8,6,맑음,여,패딩,히트텍,기모치마,히트텍,없음
